Document_Number,Line_Item,Company_Code,Fiscal_Year,Posting_Month,Posting_Date,Document_Date,SAP_GL_Account,SAP_Account_Name,SAP_Cost_Center,Property_ID,Vendor,Customer_or_Tenant,Document_Type,Journal_Source,Debit_Credit,Amount_Local,Signed_Amount,Currency,Text,Close_Risk_Flag,Created_By
5100003952,5,3000,2026,2026-03,2026-03-26,2026-03-18,520000,Insurance,CC-06-WES,P-034,TaxAdvisors Global,,AA,SAP FI,S,2223.58,-2223.58,GBP,Utility true-up,,JSMITH
5100003953,1,1100,2026,2026-03,2026-03-29,2026-03-20,610000,Amortization lease incentives,CC-02-DAC,P-002,EnergiaPlus,,SA,AP Invoice,S,24980.37,-24980.37,EUR,Manual reclass,,SAP_BATCH
5100003954,2,1100,2026,2026-03,2026-03-27,2026-03-23,610000,Amortization lease incentives,CC-02-DAC,P-002,LegalTrust LLP,,FX,AP Invoice,S,22313.25,-22313.25,EUR,Quarterly allocation,,JSMITH
5100003955,3,1100,2026,2026-03,2026-03-10,2026-03-04,610000,Amortization lease incentives,CC-02-DAC,P-002,EnergiaPlus,,WE,AP Invoice,S,23457.91,-23457.91,EUR,Lease adjustment,,AP_BOT
5100003956,1,1100,2026,2026-05,2026-05-14,2026-05-13,401000,Parking income,CC-11-APA,P-002,,Tenant C,AA,SAP FI,H,113290.48,113290.48,EUR,Quarterly allocation,,CONTROLLING
5100003957,2,1100,2026,2026-05,2026-05-28,2026-05-26,401000,Parking income,CC-11-APA,P-002,,Anchor Tenant,SA,SAP FI,H,109613.4,109613.4,EUR,Monthly posting,,CONTROLLING
5100003958,1,2100,2026,2026-03,2026-03-07,2026-03-02,511100,Utilities heating,CC-07-APA,P-020,SecureWorks Facilities,,AA,AP Invoice,S,33069.19,-33069.19,EUR,Late invoice capture,,AP_BOT
5100003959,2,2100,2026,2026-03,2026-03-04,2026-03-02,511100,Utilities heating,CC-07-APA,P-020,TaxAdvisors Global,,RE,Accrual Engine,S,34102.71,-34102.71,EUR,Quarterly allocation,,AP_BOT
5100003960,3,2100,2026,2026-03,2026-03-25,2026-03-18,511100,Utilities heating,CC-07-APA,P-020,EnergiaPlus,,WE,SAP RE-FX,S,30432.29,-30432.29,EUR,Utility true-up,,LCHEN
5100003961,1,1200,2026,2026-04,2026-04-08,2026-04-01,511000,Utilities electricity,CC-11-UK,P-071,LiftPro Services,,WE,AP Invoice,S,105263.79,-105263.79,EUR,Lease adjustment,,SAP_BATCH
5100003962,2,1200,2026,2026-04,2026-04-09,2026-04-09,511000,Utilities electricity,CC-11-UK,P-071,TaxAdvisors Global,,RE,SAP FI,S,113659.13,-113659.13,EUR,Vendor invoice,,JSMITH
5100003963,3,1200,2026,2026-04,2026-04-12,2026-04-05,511000,Utilities electricity,CC-11-UK,P-071,WaterWorks City,,WE,SAP CO Allocation,S,93374.66,-93374.66,EUR,Lease adjustment,,JSMITH
5100003964,1,2000,2026,2026-02,2026-02-26,2026-02-16,580000,Bad debt expense,CC-09-WES,P-054,LiftPro Services,,SA,Manual Journal,S,3849.09,-3849.09,EUR,Accrual reversal,,MBECKER
5100003965,2,2000,2026,2026-02,2026-02-04,2026-01-26,580000,Bad debt expense,CC-09-WES,P-054,TaxAdvisors Global,,FX,Accrual Engine,S,3533.38,-3533.38,EUR,Late invoice capture,,CONTROLLING
5100003966,3,2000,2026,2026-02,2026-02-15,2026-02-06,580000,Bad debt expense,CC-09-WES,P-054,TaxAdvisors Global,,AA,AP Invoice,S,3317.47,-3317.47,EUR,Utility true-up,,AP_BOT
5100003967,1,2100,2026,2026-02,2026-02-28,2026-02-23,410000,Other operating income,CC-04-APA,P-020,,Tenant C,FX,Accrual Engine,H,254578.95,254578.95,EUR,Accrual reversal,,SAP_BATCH
5100003968,2,2100,2026,2026-02,2026-02-28,2026-02-25,410000,Other operating income,CC-04-APA,P-020,,Tenant C,AB,SAP CO Allocation,H,256795.33,256795.33,EUR,Late invoice capture,,SAP_BATCH
5100003969,1,1000,2026,2026-01,2026-01-01,2025-12-29,512000,Security services,CC-02-DAC,P-030,TaxAdvisors Global,,RE,SAP RE-FX,S,4096.66,-4096.66,EUR,Manual reclass,,AP_BOT
5100003970,1,1100,2026,2026-02,2026-02-04,2026-01-31,512000,Security services,CC-06-UK,P-058,SecureWorks Facilities,,FX,SAP RE-FX,S,43089.67,-43089.67,EUR,Utility true-up,,MBECKER
5100003971,1,4000,2026,2026-05,2026-05-24,2026-05-21,590000,Other operating expense,CC-01-DAC,P-024,CloudSuite SE,,SA,Accrual Engine,S,4112.29,-4112.29,USD,Utility true-up,,MBECKER
5100003972,2,4000,2026,2026-05,2026-05-09,2026-04-30,590000,Other operating expense,CC-01-DAC,P-024,LiftPro Services,,RE,Accrual Engine,S,4300.38,-4300.38,USD,Quarterly allocation,,CONTROLLING
5100003973,1,5000,2026,2026-01,2026-01-09,2026-01-06,400100,Rental income,CC-06-UK,P-008,,Anchor Tenant,KR,Accrual Engine,H,103329.64,103329.64,SGD,Vendor invoice,,LCHEN
5100003974,2,5000,2026,2026-01,2026-01-14,2026-01-04,400100,Rental income,CC-06-UK,P-008,,Logistics Tenant,AB,SAP RE-FX,H,94293.79,94293.79,SGD,Accrual reversal,,SAP_BATCH
5100003975,3,5000,2026,2026-01,2026-01-03,2025-12-29,400100,Rental income,CC-06-UK,P-008,,Tenant A,RE,Accrual Engine,H,89509.78,89509.78,SGD,Accrual reversal,,JSMITH
5100003976,1,3000,2026,2026-01,2026-01-03,2025-12-26,540000,Professional services,CC-06-APA,P-069,CloudSuite SE,,SA,SAP FI,S,15759.57,-15759.57,GBP,Late invoice capture,,LCHEN
5100003977,2,3000,2026,2026-01,2026-01-25,2026-01-24,540000,Professional services,CC-06-APA,P-069,UrbanClean GmbH,,WE,Accrual Engine,S,13385.51,-13385.51,GBP,Late invoice capture,,MBECKER
5100003978,3,3000,2026,2026-01,2026-02-02,2026-01-23,540000,Professional services,CC-06-APA,P-069,LegalTrust LLP,,AB,Accrual Engine,S,15320.34,-15320.34,GBP,Monthly posting,Late posting,MBECKER
5100003979,1,1100,2026,2026-01,2026-01-06,2026-01-04,540000,Professional services,CC-04-DAC,P-016,CloudSuite SE,,KR,Accrual Engine,S,30884.28,-30884.28,EUR,Accrual reversal,,MBECKER
5100003980,2,1100,2026,2026-01,2026-01-11,2026-01-03,540000,Professional services,CC-04-DAC,P-016,UrbanClean GmbH,,KR,Accrual Engine,S,31764.55,-31764.55,EUR,Manual reclass,,LCHEN
5100003981,3,1100,2026,2026-01,2026-01-06,2025-12-27,540000,Professional services,CC-04-DAC,P-016,LeaseOps Services,,FX,Accrual Engine,S,23866.45,-23866.45,EUR,Lease adjustment,,CONTROLLING
5100003982,4,1100,2026,2026-01,2026-01-22,2026-01-15,540000,Professional services,CC-04-DAC,P-016,GreenHeat Utilities,,SA,Accrual Engine,S,32287.86,-32287.86,EUR,Utility true-up,,JSMITH
5100003983,1,4000,2026,2026-02,2026-02-10,2026-02-04,520000,Insurance,CC-10-APA,P-043,LiftPro Services,,KR,SAP FI,S,30180.05,-30180.05,USD,Monthly posting,,AP_BOT
5100003984,2,4000,2026,2026-02,2026-02-10,2026-02-10,520000,Insurance,CC-10-APA,P-043,LiftPro Services,,AA,AP Invoice,S,31881.32,-31881.32,USD,Manual reclass,,JSMITH
5100003985,1,3000,2026,2026-04,2026-04-14,2026-04-07,520000,Insurance,CC-01-WES,P-057,UrbanClean GmbH,,KR,AP Invoice,S,106677.82,-106677.82,GBP,Late invoice capture,,MBECKER
5100003986,2,3000,2026,2026-04,2026-04-11,2026-04-02,520000,Insurance,CC-01-WES,P-057,CloudSuite SE,,AB,AP Invoice,S,89883.24,-89883.24,GBP,Accrual reversal,,MBECKER
5100003987,1,2100,2026,2026-05,2026-05-20,2026-05-17,560000,Travel and meetings,CC-10-AME,P-070,TaxAdvisors Global,,SA,Accrual Engine,S,10204.01,-10204.01,EUR,Monthly posting,,CONTROLLING
5100003988,2,2100,2026,2026-05,2026-05-26,2026-05-24,560000,Travel and meetings,CC-10-AME,P-070,SecureWorks Facilities,,AB,Accrual Engine,S,12599.65,-12599.65,EUR,Monthly posting,,JSMITH
5100003989,3,2100,2026,2026-05,2026-05-04,2026-05-03,560000,Travel and meetings,CC-10-AME,P-070,WaterWorks City,,AB,SAP FI,S,9358.53,-9358.53,EUR,Accrual reversal,,SAP_BATCH
5100003990,4,2100,2026,2026-05,2026-05-05,2026-04-29,560000,Travel and meetings,CC-10-AME,P-070,LiftPro Services,,RE,SAP FI,S,10411.82,-10411.82,EUR,Monthly posting,,AP_BOT
5100003991,1,1000,2026,2026-01,2026-01-26,2026-01-21,511000,Utilities electricity,CC-03-DAC,P-036,EnergiaPlus,,SA,Accrual Engine,S,10850.37,-10850.37,EUR,Utility true-up,,LCHEN
5100003992,2,1000,2026,2026-01,2026-01-10,2026-01-09,511000,Utilities electricity,CC-03-DAC,P-036,LiftPro Services,,SA,AP Invoice,S,9834.36,-9834.36,EUR,Quarterly allocation,,AP_BOT
5100003993,3,1000,2026,2026-01,2026-01-18,2026-01-18,511000,Utilities electricity,CC-03-DAC,P-036,TaxAdvisors Global,,RE,Manual Journal,S,11240.07,-11240.07,EUR,Quarterly allocation,,SAP_BATCH
5100003994,4,1000,2026,2026-01,2026-01-26,2026-01-19,511000,Utilities electricity,CC-03-DAC,P-036,GreenHeat Utilities,,SA,SAP CO Allocation,S,8101.07,-8101.07,EUR,Accrual reversal,,MBECKER
5100003995,1,1100,2026,2026-02,2026-03-06,2026-03-02,401000,Parking income,CC-06-APA,P-060,,Logistics Tenant,KR,SAP FI,H,636698.94,636698.94,EUR,Monthly posting,Late posting,SAP_BATCH
5100003996,2,1100,2026,2026-02,2026-02-06,2026-01-31,401000,Parking income,CC-06-APA,P-060,,Tenant B,AA,Accrual Engine,H,699111.28,699111.28,EUR,Late invoice capture,,SAP_BATCH
5100003997,1,3000,2026,2026-02,2026-02-07,2026-02-01,513000,Cleaning services,CC-09-APA,P-007,GreenHeat Utilities,,FX,Depreciation Run,S,83156.69,-83156.69,GBP,Quarterly allocation,,SAP_BATCH
5100003998,1,3000,2026,2026-02,2026-02-22,2026-02-22,520000,Insurance,CC-04-WES,P-057,NorthBuild Contractors,,RE,SAP FI,S,227480.83,-227480.83,GBP,Utility true-up,,CONTROLLING
5100003999,1,3000,2026,2026-04,2026-04-25,2026-04-20,511100,Utilities heating,CC-04-AME,P-007,CloudSuite SE,,WE,SAP CO Allocation,S,138840.52,-138840.52,GBP,Lease adjustment,,JSMITH
5100004000,2,3000,2026,2026-04,2026-05-03,2026-05-03,511100,Utilities heating,CC-04-AME,P-007,CloudSuite SE,,SA,Payroll Upload,S,114606.74,-114606.74,GBP,Quarterly allocation,Late posting,JSMITH
5100004001,1,4000,2026,2026-02,2026-02-07,2026-01-28,500100,Property management fees,CC-03-WES,P-043,RentAdjust Consulting,,AB,SAP RE-FX,S,54871.0,-54871.0,USD,Lease adjustment,,LCHEN
5100004002,2,4000,2026,2026-02,2026-02-01,2026-01-22,500100,Property management fees,CC-03-WES,P-043,NorthBuild Contractors,,SA,AP Invoice,S,58103.72,-58103.72,USD,Vendor invoice,,AP_BOT
5100004003,1,1200,2026,2026-03,2026-03-12,2026-03-07,512000,Security services,CC-02-APA,P-071,GreenHeat Utilities,,RE,SAP FI,S,33133.5,-33133.5,EUR,Manual reclass,,AP_BOT
5100004004,2,1200,2026,2026-03,2026-03-24,2026-03-14,512000,Security services,CC-02-APA,P-071,NorthBuild Contractors,,KR,AP Invoice,S,29492.83,-29492.83,EUR,Monthly posting,,JSMITH
5100004005,3,1200,2026,2026-03,2026-03-20,2026-03-11,512000,Security services,CC-02-APA,P-071,CloudSuite SE,,KR,Accrual Engine,S,35077.89,-35077.89,EUR,Utility true-up,,MBECKER
5100004006,4,1200,2026,2026-03,2026-03-09,2026-02-27,512000,Security services,CC-02-APA,P-071,LegalTrust LLP,,KR,AP Invoice,S,42053.89,-42053.89,EUR,Utility true-up,,AP_BOT
5100004007,1,4000,2026,2026-04,2026-04-10,2026-04-08,400200,Service charge income,CC-10-WES,P-041,,Tenant B,RE,AP Invoice,H,144763.25,144763.25,USD,Quarterly allocation,,AP_BOT
5100004008,2,4000,2026,2026-04,2026-04-10,2026-04-02,400200,Service charge income,CC-10-WES,P-041,,Retail Tenant,SA,Depreciation Run,H,153577.74,153577.74,USD,Lease adjustment,,AP_BOT
5100004009,3,4000,2026,2026-04,2026-04-04,2026-04-02,400200,Service charge income,CC-10-WES,P-041,,Tenant B,RE,Manual Journal,H,149608.99,149608.99,USD,Lease adjustment,Manual high value,JSMITH
5100004010,1,1200,2026,2026-04,2026-04-23,2026-04-17,500100,Property management fees,CC-05-UK,P-028,NorthBuild Contractors,,AA,Manual Journal,S,51531.9,-51531.9,EUR,Late invoice capture,Manual high value,JSMITH
5100004011,1,1200,2026,2026-04,2026-04-16,2026-04-14,540000,Professional services,CC-03-APA,P-071,LeaseOps Services,,RE,AP Invoice,S,20579.48,-20579.48,EUR,Vendor invoice,,JSMITH
5100004012,2,1200,2026,2026-04,2026-04-15,2026-04-11,540000,Professional services,CC-03-APA,P-071,GreenHeat Utilities,,RE,SAP FI,S,18827.78,-18827.78,EUR,Late invoice capture,,AP_BOT
5100004013,3,1200,2026,2026-04,2026-04-12,2026-04-11,540000,Professional services,CC-03-APA,P-071,UrbanClean GmbH,,SA,SAP CO Allocation,S,23423.03,-23423.03,EUR,Manual reclass,,SAP_BATCH
5100004014,4,1200,2026,2026-04,2026-04-08,2026-03-31,540000,Professional services,CC-03-APA,P-071,UrbanClean GmbH,,AA,AP Invoice,S,17182.49,-17182.49,EUR,Monthly posting,,CONTROLLING
5100004015,5,1200,2026,2026-04,2026-04-28,2026-04-23,540000,Professional services,CC-03-APA,P-071,LegalTrust LLP,,AA,SAP FI,S,36695.22,-36695.22,EUR,Accrual reversal,,SAP_BATCH
5100004016,1,1100,2026,2026-02,2026-02-03,2026-01-31,401000,Parking income,CC-11-UK,P-026,,Tenant B,AB,SAP RE-FX,H,263498.61,263498.61,EUR,Late invoice capture,,SAP_BATCH
5100004017,1,5000,2026,2026-03,2026-03-11,2026-03-01,510000,Repairs and maintenance,CC-01-WES,P-008,RentAdjust Consulting,,KR,SAP FI,S,11955.19,-11955.19,SGD,Quarterly allocation,,MBECKER
5100004018,2,5000,2026,2026-03,2026-04-02,2026-04-01,510000,Repairs and maintenance,CC-01-WES,P-008,CloudSuite SE,,AA,Depreciation Run,S,11127.62,-11127.62,SGD,Utility true-up,Late posting,MBECKER
5100004019,3,5000,2026,2026-03,2026-03-01,2026-03-01,510000,Repairs and maintenance,CC-01-WES,P-008,LiftPro Services,,RE,AP Invoice,S,12788.6,-12788.6,SGD,Accrual reversal,,AP_BOT
5100004020,1,2100,2026,2026-04,2026-04-25,2026-04-23,510000,Repairs and maintenance,CC-10-AME,P-035,NorthBuild Contractors,,AB,SAP RE-FX,S,141344.87,-141344.87,EUR,Quarterly allocation,,SAP_BATCH
5100004021,1,1200,2026,2026-05,2026-05-22,2026-05-18,800000,Income tax expense,CC-09-WES,P-051,GreenHeat Utilities,,AA,SAP CO Allocation,S,12811.69,-12811.69,EUR,Utility true-up,,JSMITH
5100004022,1,1100,2026,2026-02,2026-02-15,2026-02-07,513000,Cleaning services,CC-02-UK,P-002,RentAdjust Consulting,,AA,SAP FI,S,8695.78,-8695.78,EUR,Quarterly allocation,,JSMITH
5100004023,2,1100,2026,2026-02,2026-02-10,2026-01-31,513000,Cleaning services,CC-02-UK,P-002,LiftPro Services,,WE,Accrual Engine,S,7786.77,-7786.77,EUR,Utility true-up,,SAP_BATCH
5100004024,3,1100,2026,2026-02,2026-03-02,2026-02-24,513000,Cleaning services,CC-02-UK,P-002,EnergiaPlus,,RE,SAP CO Allocation,S,8805.97,-8805.97,EUR,Lease adjustment,Late posting,MBECKER
5100004025,1,4000,2026,2026-05,2026-05-13,2026-05-10,800000,Income tax expense,CC-02-AME,P-042,CloudSuite SE,,SA,Manual Journal,S,3927.11,-3927.11,USD,Quarterly allocation,,JSMITH
5100004026,2,4000,2026,2026-05,2026-05-10,2026-05-10,800000,Income tax expense,CC-02-AME,P-042,SecureWorks Facilities,,WE,Accrual Engine,S,4367.14,-4367.14,USD,Utility true-up,,JSMITH
5100004027,3,4000,2026,2026-05,2026-05-02,2026-04-27,800000,Income tax expense,CC-02-AME,P-042,CloudSuite SE,,RE,AP Invoice,S,4271.44,-4271.44,USD,Late invoice capture,,CONTROLLING
5100004028,4,4000,2026,2026-05,2026-05-23,2026-05-19,800000,Income tax expense,CC-02-AME,P-042,WaterWorks City,,AB,Accrual Engine,S,4486.69,-4486.69,USD,Accrual reversal,,JSMITH
5100004029,5,4000,2026,2026-05,2026-05-10,2026-05-02,800000,Income tax expense,CC-02-AME,P-042,GreenHeat Utilities,,AB,Payroll Upload,S,4151.38,-4151.38,USD,Quarterly allocation,,MBECKER
5100004030,1,4000,2026,2026-02,2026-02-21,2026-02-11,510000,Repairs and maintenance,CC-06-UK,P-024,EnergiaPlus,,AB,Accrual Engine,S,16635.38,-16635.38,USD,Vendor invoice,,CONTROLLING
5100004031,2,4000,2026,2026-02,2026-02-04,2026-01-28,510000,Repairs and maintenance,CC-06-UK,P-024,LegalTrust LLP,,AB,SAP RE-FX,S,17268.76,-17268.76,USD,Monthly posting,,CONTROLLING
5100004032,1,1000,2026,2026-03,2026-03-14,2026-03-06,510000,Repairs and maintenance,CC-04-UK,P-030,LiftPro Services,,SA,SAP FI,S,12700.55,-12700.55,EUR,Manual reclass,,AP_BOT
5100004033,2,1000,2026,2026-03,2026-03-21,2026-03-12,510000,Repairs and maintenance,CC-04-UK,P-030,WaterWorks City,,WE,Accrual Engine,S,11830.53,-11830.53,EUR,Quarterly allocation,,AP_BOT
5100004034,3,1000,2026,2026-03,2026-04-01,2026-03-30,510000,Repairs and maintenance,CC-04-UK,P-030,LiftPro Services,,RE,Depreciation Run,S,12604.99,-12604.99,EUR,Utility true-up,Late posting,CONTROLLING
5100004035,4,1000,2026,2026-03,2026-03-08,2026-03-03,510000,Repairs and maintenance,CC-04-UK,P-030,UrbanClean GmbH,,SA,AP Invoice,S,13234.42,-13234.42,EUR,Utility true-up,,SAP_BATCH
5100004036,1,1000,2026,2026-05,2026-05-28,2026-05-23,580000,Bad debt expense,CC-10-APA,P-029,WaterWorks City,,RE,AP Invoice,S,10606.32,-10606.32,EUR,Lease adjustment,,AP_BOT
5100004037,2,1000,2026,2026-05,2026-05-15,2026-05-05,580000,Bad debt expense,CC-10-APA,P-029,EnergiaPlus,,WE,AP Invoice,S,12758.72,-12758.72,EUR,Lease adjustment,,JSMITH
5100004038,3,1000,2026,2026-05,2026-05-13,2026-05-07,580000,Bad debt expense,CC-10-APA,P-029,GreenHeat Utilities,,SA,SAP CO Allocation,S,10552.37,-10552.37,EUR,Monthly posting,,AP_BOT
5100004039,4,1000,2026,2026-05,2026-05-29,2026-05-19,580000,Bad debt expense,CC-10-APA,P-029,WaterWorks City,,WE,Payroll Upload,S,10888.54,-10888.54,EUR,Vendor invoice,,SAP_BATCH
5100004040,5,1000,2026,2026-05,2026-05-10,2026-05-08,580000,Bad debt expense,CC-10-APA,P-029,NorthBuild Contractors,,RE,AP Invoice,S,10724.26,-10724.26,EUR,Quarterly allocation,,MBECKER
5100004041,1,2100,2026,2026-05,2026-05-14,2026-05-11,513000,Cleaning services,CC-10-WES,P-006,SecureWorks Facilities,,RE,SAP FI,S,15815.68,-15815.68,EUR,Accrual reversal,,AP_BOT
5100004042,2,2100,2026,2026-05,2026-05-09,2026-05-02,513000,Cleaning services,CC-10-WES,P-006,TaxAdvisors Global,,KR,Accrual Engine,S,15022.13,-15022.13,EUR,Monthly posting,,MBECKER
5100004043,3,2100,2026,2026-05,2026-05-02,2026-04-22,513000,Cleaning services,CC-10-WES,P-006,GreenHeat Utilities,,SA,SAP RE-FX,S,14831.85,-14831.85,EUR,Monthly posting,,SAP_BATCH
5100004044,4,2100,2026,2026-05,2026-05-17,2026-05-08,513000,Cleaning services,CC-10-WES,P-006,RentAdjust Consulting,,AA,SAP RE-FX,S,12904.95,-12904.95,EUR,Late invoice capture,,SAP_BATCH
5100004045,5,2100,2026,2026-05,2026-05-11,2026-05-02,513000,Cleaning services,CC-10-WES,P-006,EnergiaPlus,,KR,AP Invoice,S,15336.64,-15336.64,EUR,Vendor invoice,,LCHEN
5100004046,1,1000,2026,2026-03,2026-03-26,2026-03-20,400200,Service charge income,CC-06-AME,P-009,,Tenant B,WE,SAP RE-FX,H,591209.72,591209.72,EUR,Quarterly allocation,,SAP_BATCH
5100004047,1,4000,2026,2026-04,2026-04-06,2026-04-04,410000,Other operating income,CC-01-AME,P-025,,Tenant B,SA,SAP CO Allocation,H,56852.93,56852.93,USD,Manual reclass,,SAP_BATCH
5100004048,2,4000,2026,2026-04,2026-05-02,2026-04-30,410000,Other operating income,CC-01-AME,P-025,,Tenant C,AB,Accrual Engine,H,52554.0,52554.0,USD,Vendor invoice,Late posting,SAP_BATCH
5100004049,3,4000,2026,2026-04,2026-04-14,2026-04-05,410000,Other operating income,CC-01-AME,P-025,,Tenant B,FX,SAP CO Allocation,H,60797.07,60797.07,USD,Quarterly allocation,,LCHEN
5100004050,1,2100,2026,2026-04,2026-04-08,2026-03-30,560000,Travel and meetings,CC-08-DAC,P-059,LiftPro Services,,SA,AP Invoice,S,29453.87,-29453.87,EUR,Monthly posting,,SAP_BATCH
5100004051,2,2100,2026,2026-04,2026-04-04,2026-03-29,560000,Travel and meetings,CC-08-DAC,P-059,LeaseOps Services,,WE,Payroll Upload,S,26545.75,-26545.75,EUR,Vendor invoice,,SAP_BATCH
5100004052,3,2100,2026,2026-04,2026-04-20,2026-04-16,560000,Travel and meetings,CC-08-DAC,P-059,NorthBuild Contractors,,SA,SAP CO Allocation,S,27382.0,-27382.0,EUR,Utility true-up,,AP_BOT
5100004053,4,2100,2026,2026-04,2026-04-15,2026-04-13,560000,Travel and meetings,CC-08-DAC,P-059,SecureWorks Facilities,,WE,SAP FI,S,23598.42,-23598.42,EUR,Accrual reversal,,LCHEN
5100004054,5,2100,2026,2026-04,2026-04-09,2026-04-02,560000,Travel and meetings,CC-08-DAC,P-059,LiftPro Services,,WE,SAP CO Allocation,S,25793.4,-25793.4,EUR,Late invoice capture,,JSMITH
5100004055,1,1100,2026,2026-02,2026-02-26,2026-02-25,590000,Other operating expense,CC-07-WES,P-060,NorthBuild Contractors,,AA,SAP CO Allocation,S,70556.13,-70556.13,EUR,Quarterly allocation,,LCHEN
5100004056,2,1100,2026,2026-02,2026-02-20,2026-02-10,590000,Other operating expense,CC-07-WES,P-060,UrbanClean GmbH,,FX,SAP CO Allocation,S,64622.59,-64622.59,EUR,Vendor invoice,,MBECKER
5100004057,3,1100,2026,2026-02,2026-02-28,2026-02-21,590000,Other operating expense,CC-07-WES,P-060,EnergiaPlus,,KR,Accrual Engine,S,77967.86,-77967.86,EUR,Lease adjustment,,CONTROLLING
5100004058,1,1200,2026,2026-05,2026-05-23,2026-05-17,700000,Interest expense,CC-01-WES,P-051,LiftPro Services,,WE,SAP RE-FX,S,10477.77,-10477.77,EUR,Utility true-up,,CONTROLLING
5100004059,2,1200,2026,2026-05,2026-05-12,2026-05-08,700000,Interest expense,CC-01-WES,P-051,LeaseOps Services,,WE,AP Invoice,S,11728.53,-11728.53,EUR,Accrual reversal,,CONTROLLING
5100004060,1,4000,2026,2026-03,2026-04-03,2026-04-02,400100,Rental income,CC-03-AME,P-041,,Tenant A,SA,SAP RE-FX,H,1076121.83,1076121.83,USD,Quarterly allocation,Late posting,CONTROLLING
5100004061,1,2000,2026,2026-03,2026-03-14,2026-03-10,400100,Rental income,CC-11-WES,P-055,,Tenant C,SA,AP Invoice,H,168732.4,168732.4,EUR,Quarterly allocation,,CONTROLLING
5100004062,2,2000,2026,2026-03,2026-03-16,2026-03-12,400100,Rental income,CC-11-WES,P-055,,Anchor Tenant,SA,SAP RE-FX,H,223264.56,223264.56,EUR,Manual reclass,,MBECKER
5100004063,1,3000,2026,2026-05,2026-05-14,2026-05-09,511100,Utilities heating,CC-02-APA,P-034,NorthBuild Contractors,,RE,SAP FI,S,9209.53,-9209.53,GBP,Monthly posting,,LCHEN
5100004064,2,3000,2026,2026-05,2026-05-20,2026-05-12,511100,Utilities heating,CC-02-APA,P-034,SecureWorks Facilities,,FX,SAP CO Allocation,S,10711.45,-10711.45,GBP,Quarterly allocation,,JSMITH
5100004065,3,3000,2026,2026-05,2026-05-24,2026-05-22,511100,Utilities heating,CC-02-APA,P-034,EnergiaPlus,,AA,AP Invoice,S,10416.41,-10416.41,GBP,Vendor invoice,,MBECKER
5100004066,4,3000,2026,2026-05,2026-05-08,2026-05-07,511100,Utilities heating,CC-02-APA,P-034,TaxAdvisors Global,,AA,SAP FI,S,8289.77,-8289.77,GBP,Late invoice capture,,AP_BOT
5100004067,1,3000,2026,2026-02,2026-02-19,2026-02-09,410000,Other operating income,CC-11-AME,P-048,,Tenant C,SA,AP Invoice,H,189378.89,189378.89,GBP,Lease adjustment,,JSMITH
5100004068,2,3000,2026,2026-02,2026-02-01,2026-01-26,410000,Other operating income,CC-11-AME,P-048,,Tenant A,AB,SAP RE-FX,H,175376.45,175376.45,GBP,Manual reclass,,SAP_BATCH
5100004069,3,3000,2026,2026-02,2026-02-24,2026-02-17,410000,Other operating income,CC-11-AME,P-048,,Retail Tenant,AB,AP Invoice,H,147915.63,147915.63,GBP,Utility true-up,,LCHEN
5100004070,4,3000,2026,2026-02,2026-02-01,2026-01-26,410000,Other operating income,CC-11-AME,P-048,,Tenant A,AB,SAP FI,H,173240.9,173240.9,GBP,Accrual reversal,,JSMITH
5100004071,1,4000,2026,2026-05,2026-05-14,2026-05-14,700000,Interest expense,CC-05-AME,P-062,RentAdjust Consulting,,KR,Depreciation Run,S,2003.82,-2003.82,USD,Quarterly allocation,,JSMITH
5100004072,2,4000,2026,2026-05,2026-05-29,2026-05-28,700000,Interest expense,CC-05-AME,P-062,LiftPro Services,,SA,AP Invoice,S,2332.8,-2332.8,USD,Utility true-up,,SAP_BATCH
5100004073,3,4000,2026,2026-05,2026-05-20,2026-05-20,700000,Interest expense,CC-05-AME,P-062,GreenHeat Utilities,,AB,Accrual Engine,S,2713.87,-2713.87,USD,Utility true-up,,LCHEN
5100004074,4,4000,2026,2026-05,2026-05-21,2026-05-11,700000,Interest expense,CC-05-AME,P-062,EnergiaPlus,,AB,SAP FI,S,2216.38,-2216.38,USD,Vendor invoice,,LCHEN
5100004075,1,2100,2026,2026-05,2026-05-07,2026-05-01,151000,Tenant improvements,CC-03-APA,P-049,UrbanClean GmbH,,FX,SAP FI,S,21865.5,21865.5,EUR,Quarterly allocation,,AP_BOT
5100004076,2,2100,2026,2026-05,2026-05-02,2026-04-30,151000,Tenant improvements,CC-03-APA,P-049,LeaseOps Services,,KR,Depreciation Run,S,22687.83,22687.83,EUR,Utility true-up,,LCHEN
5100004077,3,2100,2026,2026-05,2026-05-29,2026-05-25,151000,Tenant improvements,CC-03-APA,P-049,CloudSuite SE,,SA,SAP FI,S,23907.13,23907.13,EUR,Vendor invoice,,CONTROLLING
5100004078,1,4000,2026,2026-01,2026-01-04,2026-01-01,560000,Travel and meetings,CC-02-AME,P-056,NorthBuild Contractors,,AA,AP Invoice,S,136941.66,-136941.66,USD,Late invoice capture,,CONTROLLING
5100004079,1,1000,2026,2026-05,2026-05-04,2026-04-26,410000,Other operating income,CC-02-AME,P-031,,Retail Tenant,RE,AP Invoice,H,230384.86,230384.86,EUR,Monthly posting,,AP_BOT
